Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2003-08-20 10:30,0.00,nan,0.00,0.38,4.74,0.0000,0.0000
2003-08-20 11:00,0.00,nan,0.00,0.38,4.74,0.0000,0.0000
2003-08-20 11:30,0.00,nan,0.00,0.38,4.74,0.0000,0.0000
2003-08-20 12:00,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 12:30,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 13:00,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 13:30,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 14:00,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 14:30,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 15:00,0.00,nan,0.00,0.38,4.73,0.0000,0.0000
2003-08-20 15:30,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 16:00,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 16:30,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 17:00,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 17:30,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 18:00,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 18:30,0.00,nan,0.00,0.38,4.72,0.0000,0.0000
2003-08-20 19:00,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 19:30,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 20:00,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 20:30,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 21:00,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 21:30,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 22:00,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 22:30,0.00,nan,0.00,0.38,4.71,0.0000,0.0000
2003-08-20 23:00,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-20 23:30,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 00:00,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 00:30,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 01:00,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 01:30,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 02:00,0.00,nan,0.00,0.38,4.70,0.0000,0.0000
2003-08-21 02:30,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 03:00,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 03:30,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 04:00,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 04:30,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 05:00,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 05:30,0.00,nan,0.00,0.38,4.69,0.0000,0.0000
2003-08-21 06:00,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 06:30,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 07:00,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 07:30,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 08:00,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 08:30,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 09:00,0.00,nan,0.00,0.38,4.68,0.0000,0.0000
2003-08-21 09:30,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 10:00,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 10:30,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 11:00,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 11:30,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 12:00,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 12:30,0.00,nan,0.00,0.38,4.67,0.0000,0.0000
2003-08-21 13:00,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 13:30,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 14:00,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 14:30,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 15:00,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 15:30,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 16:00,0.00,nan,0.00,0.38,4.66,0.0000,0.0000
2003-08-21 16:30,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 17:00,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 17:30,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 18:00,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 18:30,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 19:00,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 19:30,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 20:00,0.00,nan,0.00,0.38,4.65,0.0000,0.0000
2003-08-21 20:30,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 21:00,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 21:30,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 22:00,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 22:30,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 23:00,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-21 23:30,0.00,nan,0.00,0.38,4.64,0.0000,0.0000
2003-08-22 00:00,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 00:30,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 01:00,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 01:30,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 02:00,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 02:30,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 03:00,0.00,nan,0.00,0.38,4.63,0.0000,0.0000
2003-08-22 03:30,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 04:00,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 04:30,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 05:00,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 05:30,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 06:00,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 06:30,0.00,nan,0.00,0.38,4.62,0.0000,0.0000
2003-08-22 07:00,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 07:30,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 08:00,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 08:30,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 09:00,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 09:30,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 10:00,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 10:30,0.00,nan,0.00,0.38,4.61,0.0000,0.0000
2003-08-22 11:00,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 11:30,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 12:00,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 12:30,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 13:00,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 13:30,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 14:00,0.00,nan,0.00,0.38,4.60,0.0000,0.0000
2003-08-22 14:30,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 15:00,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 15:30,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 16:00,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 16:30,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 17:00,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 17:30,0.00,nan,0.00,0.38,4.59,0.0000,0.0000
2003-08-22 18:00,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 18:30,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 19:00,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 19:30,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 20:00,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 20:30,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 21:00,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-22 21:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-22 22:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-22 22:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-22 23:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-22 23:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 00:00,0.00,nan,0.30,0.38,4.57,0.0000,0.0000
2003-08-23 00:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 01:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 01:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 02:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 02:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 03:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 03:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 04:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 04:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 05:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 05:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 06:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 06:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 07:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 07:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 08:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 08:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 09:00,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-23 09:30,0.00,nan,0.40,0.38,4.55,0.0000,0.0002
2003-08-23 10:00,0.00,nan,0.60,0.38,4.56,0.0000,0.0025
2003-08-23 10:30,0.00,nan,0.60,0.38,4.58,0.0000,0.0025
2003-08-23 11:00,0.00,nan,0.10,0.38,4.58,0.0000,0.0000
2003-08-23 11:30,0.00,nan,0.00,0.38,4.58,0.0000,0.0000
2003-08-23 12:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 12:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 13:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 13:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 14:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 14:30,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 15:00,0.00,nan,0.00,0.38,4.57,0.0000,0.0000
2003-08-23 15:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 16:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 16:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 17:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 17:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 18:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 18:30,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 19:00,0.00,nan,0.00,0.38,4.56,0.0000,0.0000
2003-08-23 19:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 20:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 20:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 21:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 21:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 22:00,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 22:30,0.00,nan,0.00,0.38,4.55,0.0000,0.0000
2003-08-23 23:00,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-23 23:30,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 00:00,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 00:30,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 01:00,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 01:30,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 02:00,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 02:30,0.00,nan,0.00,0.38,4.54,0.0000,0.0000
2003-08-24 03:00,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 03:30,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 04:00,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 04:30,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 05:00,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 05:30,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 06:00,0.00,nan,0.00,0.38,4.53,0.0000,0.0000
2003-08-24 06:30,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 07:00,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 07:30,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 08:00,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 08:30,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 09:00,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 09:30,0.00,nan,0.00,0.38,4.52,0.0000,0.0000
2003-08-24 10:00,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 10:30,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 11:00,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 11:30,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 12:00,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 12:30,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 13:00,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 13:30,0.00,nan,0.00,0.38,4.51,0.0000,0.0000
2003-08-24 14:00,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 14:30,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 15:00,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 15:30,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 16:00,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 16:30,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 17:00,0.00,nan,0.00,0.38,4.50,0.0000,0.0000
2003-08-24 17:30,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 18:00,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 18:30,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 19:00,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 19:30,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 20:00,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 20:30,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 21:00,0.00,nan,0.00,0.38,4.49,0.0000,0.0000
2003-08-24 21:30,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-24 22:00,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-24 22:30,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-24 23:00,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-24 23:30,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-25 00:00,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-25 00:30,0.00,nan,0.00,0.38,4.48,0.0000,0.0000
2003-08-25 01:00,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 01:30,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 02:00,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 02:30,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 03:00,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 03:30,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 04:00,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 04:30,0.00,nan,0.00,0.38,4.47,0.0000,0.0000
2003-08-25 05:00,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 05:30,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 06:00,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 06:30,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 07:00,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 07:30,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 08:00,0.00,nan,0.30,0.38,4.46,0.0000,0.0000
2003-08-25 08:30,0.00,nan,0.00,0.38,4.46,0.0000,0.0000
2003-08-25 09:00,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 09:30,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 10:00,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 10:30,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 11:00,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 11:30,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 12:00,0.00,nan,0.00,0.38,4.45,0.0000,0.0000
2003-08-25 12:30,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 13:00,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 13:30,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 14:00,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 14:30,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 15:00,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 15:30,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 16:00,0.00,nan,0.00,0.38,4.44,0.0000,0.0000
2003-08-25 16:30,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 17:00,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 17:30,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 18:00,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 18:30,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 19:00,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 19:30,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 20:00,0.00,nan,0.00,0.38,4.43,0.0000,0.0000
2003-08-25 20:30,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 21:00,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 21:30,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 22:00,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 22:30,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 23:00,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-25 23:30,0.00,nan,0.00,0.38,4.42,0.0000,0.0000
2003-08-26 00:00,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 00:30,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 01:00,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 01:30,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 02:00,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 02:30,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 03:00,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 03:30,0.00,nan,0.00,0.38,4.41,0.0000,0.0000
2003-08-26 04:00,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 04:30,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 05:00,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 05:30,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 06:00,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 06:30,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 07:00,0.00,nan,0.00,0.38,4.40,0.0000,0.0000
2003-08-26 07:30,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 08:00,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 08:30,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 09:00,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 09:30,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 10:00,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 10:30,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 11:00,0.00,nan,0.00,0.38,4.39,0.0000,0.0000
2003-08-26 11:30,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 12:00,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 12:30,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 13:00,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 13:30,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 14:00,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 14:30,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 15:00,0.00,nan,0.00,0.38,4.38,0.0000,0.0000
2003-08-26 15:30,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 16:00,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 16:30,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 17:00,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 17:30,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 18:00,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 18:30,0.00,nan,0.00,0.38,4.37,0.0000,0.0000
2003-08-26 19:00,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 19:30,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 20:00,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 20:30,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 21:00,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 21:30,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 22:00,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 22:30,0.00,nan,0.00,0.38,4.36,0.0000,0.0000
2003-08-26 23:00,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-26 23:30,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 00:00,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 00:30,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 01:00,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 01:30,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 02:00,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 02:30,0.00,nan,0.00,0.38,4.35,0.0000,0.0000
2003-08-27 03:00,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 03:30,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 04:00,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 04:30,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 05:00,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 05:30,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 06:00,0.00,nan,0.00,0.38,4.34,0.0000,0.0000
2003-08-27 06:30,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 07:00,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 07:30,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 08:00,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 08:30,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 09:00,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 09:30,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 10:00,0.00,nan,0.00,0.38,4.33,0.0000,0.0000
2003-08-27 10:30,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 11:00,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 11:30,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 12:00,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 12:30,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 13:00,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 13:30,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 14:00,0.00,nan,0.00,0.38,4.32,0.0000,0.0000
2003-08-27 14:30,0.00,nan,0.00,0.38,4.31,0.0000,0.0000
2003-08-27 15:00,0.00,nan,0.00,0.38,4.31,0.0000,0.0000
2003-08-27 15:30,0.00,nan,0.00,0.38,4.31,0.0000,0.0000
